time,temperature,load,vibration,status
114.24,33.6,2.39,0.35,normal
114.26,33.74,2.49,0.37,normal
114.28,33.82,2.49,0.39,normal
114.3,33.92,2.67,0.4,normal
114.32,33.43,2.6,0.45,normal
114.34,33.72,2.66,0.44,normal
114.36,33.3,2.65,0.46,normal
114.38,33.34,2.73,0.41,normal
114.4,33.44,2.85,0.4,normal
114.42,33.3,2.69,0.44,normal
114.44,33.52,2.57,0.4,normal
114.46,34.01,2.51,0.42,normal
114.48,34.05,2.51,0.41,normal
114.5,33.61,2.67,0.41,normal
114.52,33.33,2.6,0.44,normal
114.54,33.46,2.64,0.43,normal
114.56,33.9,2.46,0.46,normal
114.58,34.0,2.63,0.51,normal
114.6,34.02,2.68,0.54,normal
114.62,34.0,2.75,0.51,normal
114.64,33.97,2.92,0.47,normal
114.66,34.37,2.83,0.43,normal
114.68,33.91,2.7,0.48,normal
114.7,33.78,2.71,0.5,normal
114.72,33.43,2.71,0.48,normal
114.74,33.5,2.91,0.51,normal
114.76,33.3,2.78,0.53,normal
114.78,33.56,2.81,0.55,normal
114.8,33.58,2.7,0.58,normal
114.82,33.59,2.81,0.63,normal
114.84,33.56,2.77,0.61,normal
114.86,34.05,2.83,0.65,normal
114.88,33.63,2.93,0.67,normal
114.9,34.11,2.76,0.63,normal
114.92,34.05,2.57,0.63,normal
114.94,33.72,2.57,0.68,normal
114.96,33.43,2.58,0.68,normal
114.98,33.46,2.65,0.71,normal
115.0,32.97,2.84,0.74,normal
115.02,33.27,3.03,0.73,normal
115.04,33.14,2.88,0.75,normal
115.06,32.96,3.02,0.74,normal
115.08,33.04,3.19,0.76,normal
115.1,33.48,3.01,0.79,normal
115.12,33.09,2.95,0.76,normal
115.14,33.22,2.84,0.8,failure
115.16,33.59,2.88,0.81,failure
115.18,33.83,2.86,0.76,failure
115.2,33.78,2.9,0.78,failure
115.22,34.25,2.97,0.78,failure
115.24,34.74,3.04,0.81,failure
115.26,35.1,2.88,0.85,failure
115.28,35.25,2.88,0.86,failure
115.3,35.01,2.76,0.81,failure
115.32,35.29,2.57,0.79,failure
115.34,34.98,2.75,0.83,failure
115.36,35.06,2.64,0.85,failure
115.38,34.8,2.6,0.81,failure
115.4,34.81,2.75,0.78,failure
115.42,34.58,2.68,0.75,failure
115.44,34.96,2.51,0.78,failure
115.46,35.21,2.55,0.74,failure
115.48,35.6,2.75,0.69,failure
115.5,35.49,2.56,0.65,failure
115.52,35.36,2.67,0.65,failure
115.54,35.86,2.56,0.64,failure
115.56,35.92,2.42,0.68,failure
115.58,35.52,2.49,0.65,failure
115.6,35.24,2.68,0.69,failure
115.62,35.54,2.53,0.65,failure
115.64,35.62,2.43,0.67,failure
115.66,35.63,2.59,0.62,failure
115.68,35.33,2.54,0.59,failure
115.7,35.37,2.62,0.57,failure
115.72,35.48,2.69,0.54,failure
115.74,35.5,2.79,0.51,failure
115.76,35.85,2.67,0.48,failure
115.78,35.36,2.54,0.45,failure
115.8,35.47,2.35,0.47,failure
115.82,35.89,2.36,0.5,failure
115.84,35.94,2.55,0.46,failure
115.86,35.75,2.65,0.46,failure
115.88,35.98,2.47,0.41,failure
115.9,36.48,2.52,0.42,failure
115.92,36.35,2.37,0.44,failure
115.94,36.68,2.38,0.44,failure
115.96,37.18,2.49,0.46,failure
115.98,37.04,2.5,0.44,failure
116.0,37.35,2.55,0.48,failure
116.02,37.72,2.57,0.5,failure
116.04,37.73,2.61,0.48,failure
116.06,38.07,2.51,0.52,failure
116.08,38.48,2.39,0.53,failure
116.1,38.77,2.48,0.51,failure
116.12,38.32,2.64,0.48,failure
116.14,38.03,2.76,0.48,failure
116.16,38.15,2.71,0.46,failure
116.18,37.73,2.51,0.5,failure
116.2,37.51,2.34,0.5,failure
116.22,37.18,2.48,0.46,failure
116.24,36.83,2.59,0.5,failure
116.26,36.4,2.41,0.45,failure
116.28,36.48,2.53,0.47,failure
116.3,36.14,2.57,0.45,failure
116.32,36.17,2.65,0.44,failure
116.34,36.0,2.73,0.4,failure
116.36,36.17,2.68,0.42,failure
116.38,35.75,2.82,0.4,failure
116.4,35.57,2.84,0.38,failure
116.42,35.3,2.7,0.38,failure
116.44,34.88,2.8,0.42,failure
116.46,35.09,2.93,0.43,failure
116.48,35.33,2.8,0.47,failure
116.5,35.71,2.93,0.49,failure
116.52,36.11,2.89,0.5,failure
116.54,36.04,3.02,0.49,failure
116.56,36.07,2.92,0.47,failure
116.58,35.74,2.97,0.42,failure
116.6,35.81,2.89,0.39,failure
116.62,35.36,2.78,0.42,failure
116.64,35.12,2.81,0.47,failure
116.66,35.46,2.92,0.46,failure
116.68,35.16,2.88,0.45,failure
116.7,35.61,2.7,0.46,failure
116.72,35.48,2.51,0.44,failure
116.74,35.67,2.32,0.43,failure
116.76,35.76,2.44,0.44,failure
116.78,35.3,2.37,0.48,failure
116.8,34.91,2.34,0.52,failure
116.82,34.85,2.5,0.54,failure
116.84,35.23,2.6,0.58,failure
116.86,35.17,2.47,0.61,failure
116.88,35.35,2.4,0.6,failure
116.9,35.55,2.21,0.6,failure
116.92,35.09,2.11,0.58,failure
116.94,35.04,2.27,0.54,failure
116.96,35.13,2.15,0.5,failure
116.98,35.04,2.03,0.54,failure
117.0,35.22,2,0.51,failure
117.02,35.38,2.04,0.55,failure
117.04,35.46,2,0.51,failure
117.06,35.12,2,0.54,failure
117.08,34.63,2.08,0.5,failure
117.1,34.14,2.24,0.54,failure
117.12,33.88,2.37,0.51,normal
117.14,33.71,2.56,0.55,normal
117.16,33.78,2.62,0.53,normal
117.18,33.39,2.62,0.49,normal
117.2,33.46,2.57,0.48,normal
117.22,33.73,2.71,0.47,normal
117.24,34.23,2.82,0.43,normal
117.26,34.27,2.67,0.48,normal
117.28,33.89,2.55,0.5,normal
117.3,34.14,2.55,0.49,normal
117.32,34.41,2.38,0.46,normal
117.34,34.8,2.48,0.49,normal
117.36,34.35,2.33,0.51,normal
117.38,34.21,2.47,0.49,normal
117.4,34.41,2.58,0.49,normal
117.42,34.65,2.73,0.45,normal
117.44,34.7,2.81,0.48,normal
117.46,34.97,2.96,0.5,normal
117.48,34.52,2.87,0.46,normal
117.5,34.29,2.73,0.47,normal
117.52,34.48,2.84,0.44,normal
117.54,34.56,3.03,0.48,normal
117.56,34.68,2.89,0.52,normal
117.58,34.43,2.78,0.52,normal
117.6,34.79,2.68,0.49,normal
117.62,34.32,2.58,0.47,normal
117.64,34.2,2.47,0.45,normal
117.66,34.38,2.59,0.48,normal
117.68,33.89,2.54,0.51,normal
117.7,33.74,2.63,0.51,normal
117.72,33.31,2.7,0.54,normal
117.74,33.69,2.83,0.54,normal
117.76,34.12,2.94,0.57,normal
117.78,34.05,2.9,0.54,normal
117.8,34.42,2.96,0.53,normal
117.82,33.97,3.01,0.52,normal
117.84,33.59,2.92,0.47,normal
117.86,33.84,2.91,0.48,normal
117.88,33.77,3.05,0.49,normal
117.9,33.63,3.19,0.45,normal
117.92,33.33,3.37,0.44,normal
117.94,33.17,3.37,0.47,normal
117.96,32.75,3.45,0.51,normal
117.98,32.95,3.62,0.56,normal
118.0,33.36,3.82,0.54,normal
118.02,32.89,3.77,0.53,normal
118.04,32.91,3.72,0.48,normal
118.06,33.14,3.68,0.48,normal
118.08,33.63,3.72,0.43,normal
118.1,33.34,3.77,0.4,normal
118.12,33.15,3.73,0.36,normal
118.14,32.7,3.85,0.41,normal
118.16,33.09,4.03,0.38,normal
118.18,32.61,3.88,0.38,normal
118.2,32.26,4.07,0.4,normal
118.22,32.21,3.97,0.37,normal
118.24,32.06,3.9,0.37,normal
118.26,31.59,4.04,0.41,normal
118.28,31.09,3.86,0.44,normal
118.3,31.34,3.89,0.47,normal
118.32,31.68,3.79,0.44,normal
118.34,31.76,3.68,0.39,normal
118.36,32.23,3.5,0.43,normal
118.38,31.85,3.66,0.45,normal
118.4,31.72,3.64,0.48,normal
118.42,31.62,3.53,0.5,normal
118.44,31.97,3.67,0.52,normal
118.46,31.58,3.82,0.57,normal
118.48,31.5,3.66,0.6,normal
118.5,31.04,3.6,0.6,normal
118.52,30.58,3.62,0.57,normal
118.54,30.93,3.68,0.61,normal
118.56,31.12,3.6,0.62,normal
118.58,30.97,3.5,0.63,normal
118.6,31.07,3.56,0.67,normal
118.62,31.15,3.38,0.69,normal
118.64,31.58,3.23,0.73,normal
118.66,31.09,3.11,0.71,normal
118.68,31.09,3.08,0.76,normal
118.7,31.16,3.03,0.79,normal
118.72,30.66,2.95,0.77,normal
118.74,30.44,2.87,0.79,normal
118.76,30.58,2.88,0.82,failure
118.78,30.18,2.7,0.77,failure
118.8,30.33,2.79,0.76,failure
118.82,30.18,2.68,0.77,failure
118.84,30.4,2.67,0.78,failure
118.86,30.07,2.68,0.82,failure
118.88,30.27,2.52,0.77,failure
118.9,29.91,2.55,0.77,failure
118.92,29.76,2.65,0.76,failure
118.94,29.67,2.56,0.73,failure
118.96,30.13,2.37,0.74,failure
118.98,30.26,2.28,0.75,failure
119.0,29.92,2.16,0.72,failure
119.02,29.9,2.06,0.72,failure
119.04,29.86,2.21,0.73,failure
119.06,29.36,2.4,0.7,failure
119.08,28.88,2.44,0.75,failure
119.1,28.59,2.61,0.73,failure
119.12,28.46,2.69,0.69,failure
119.14,28.17,2.81,0.68,failure
119.16,28.14,3.01,0.73,failure
119.18,28.55,2.98,0.73,failure
119.2,28.08,2.93,0.73,failure
119.22,27.73,3.08,0.72,failure
119.24,27.97,2.98,0.77,failure
119.26,28.18,3.18,0.81,failure
119.28,28.52,3.06,0.79,failure
119.3,28.86,2.95,0.78,failure
119.32,29.33,2.88,0.76,failure
119.34,29.43,3.01,0.81,failure
119.36,29.26,3.2,0.79,failure
119.38,29.57,3.34,0.79,failure
119.4,29.34,3.48,0.78,failure
119.42,29.71,3.48,0.79,failure
119.44,29.41,3.52,0.82,failure
119.46,29.15,3.4,0.79,failure
119.48,29.61,3.33,0.75,failure
119.5,29.43,3.4,0.72,failure
119.52,29.07,3.42,0.76,failure
119.54,29.01,3.51,0.75,failure
119.56,29.42,3.63,0.72,failure
119.58,29.58,3.8,0.74,failure
119.6,29.36,3.73,0.76,failure
119.62,28.91,3.82,0.74,failure
119.64,28.92,3.88,0.71,failure
119.66,28.82,3.8,0.73,failure
119.68,28.78,3.99,0.72,failure
119.7,28.37,3.86,0.77,failure
119.72,28.4,4.04,0.74,failure
119.74,28.4,4.09,0.78,failure
119.76,28.53,3.96,0.81,failure
119.78,28.94,3.94,0.8,failure
119.8,28.94,3.87,0.79,failure
119.82,28.83,3.77,0.84,failure
119.84,29.0,3.74,0.88,failure
119.86,29.09,3.74,0.85,failure
119.88,29.27,3.56,0.83,failure
119.9,29.16,3.74,0.82,failure
119.92,29.07,3.56,0.82,failure
119.94,28.91,3.68,0.79,failure
119.96,29.03,3.56,0.83,failure
119.98,29.37,3.48,0.85,failure
120.0,29.15,3.64,0.86,failure
120.02,28.79,3.51,0.85,failure
120.04,28.56,3.42,0.88,failure
120.06,28.51,3.46,0.84,failure
120.08,28.58,3.5,0.81,failure
120.1,28.63,3.41,0.84,failure
120.12,28.56,3.39,0.83,failure
120.14,28.71,3.41,0.79,failure
120.16,28.54,3.32,0.75,failure
120.18,28.98,3.16,0.72,failure
120.2,29.4,3.06,0.77,failure
120.22,29.63,2.86,0.8,failure
120.24,29.15,3.06,0.83,failure
120.26,29.21,2.95,0.82,failure
120.28,29.42,2.81,0.79,failure
120.3,29.74,2.65,0.8,failure
120.32,29.64,2.72,0.79,failure
120.34,29.35,2.91,0.83,failure
120.36,29.53,3.08,0.79,failure
120.38,29.68,3.01,0.84,failure
120.4,29.38,2.82,0.82,failure
120.42,29.14,2.73,0.86,failure
120.44,29.04,2.74,0.85,failure
120.46,29.23,2.57,0.86,failure
120.48,29.39,2.39,0.82,failure
120.5,29.67,2.47,0.82,failure
120.52,30.13,2.38,0.79,failure
120.54,29.81,2.58,0.79,failure
120.56,29.74,2.71,0.83,failure
120.58,29.27,2.77,0.86,failure
120.6,29.61,2.6,0.87,failure
120.62,29.35,2.53,0.82,failure
120.64,28.95,2.53,0.82,failure
120.66,29.03,2.6,0.8,failure
120.68,29.51,2.7,0.78,failure
120.7,29.01,2.9,0.8,failure
120.72,29.39,2.79,0.82,failure
120.74,29.33,2.63,0.81,normal
120.76,29.41,2.76,0.81,failure
120.78,29.24,2.84,0.86,failure
120.8,28.89,2.65,0.83,failure
120.82,28.94,2.63,0.86,failure
120.84,28.85,2.57,0.9,failure
120.86,28.81,2.66,0.92,failure
120.88,28.69,2.66,0.93,failure
120.9,28.9,2.76,0.93,failure
120.92,29.3,2.68,0.94,failure
120.94,29.41,2.65,0.98,failure
120.96,28.98,2.52,1.0,failure
120.98,29.18,2.56,1.0,failure
121.0,29.24,2.52,0.99,failure
121.02,28.85,2.49,0.96,failure
121.04,28.69,2.39,0.96,failure
121.06,28.84,2.28,0.99,failure
121.08,28.45,2.11,1.0,failure
121.1,28.51,2.17,0.99,failure
121.12,28.23,2,0.99,failure
121.14,27.89,2.02,1.0,failure
121.16,27.45,2.2,1.0,failure
121.18,27.21,2.4,0.95,failure
121.2,26.93,2.26,0.92,failure
121.22,27.02,2.4,0.91,failure
121.24,26.74,2.44,0.89,failure
121.26,26.42,2.6,0.89,failure
121.28,26.32,2.79,0.92,failure
121.3,26.21,2.85,0.97,failure
121.32,26.12,2.93,0.96,failure
121.34,26.07,2.74,0.98,failure
121.36,26.24,2.8,0.96,failure
121.38,26.62,2.61,1.0,failure
121.4,26.41,2.55,1.0,failure
121.42,26.88,2.55,1.0,failure
121.44,27.21,2.42,0.97,failure
121.46,26.89,2.33,0.98,failure
121.48,26.97,2.39,0.96,failure
121.5,26.64,2.2,0.96,failure
121.52,27.1,2.2,0.98,failure
121.54,27.21,2.1,0.94,failure
121.56,27.11,2.29,0.9,failure
121.58,27.43,2.1,0.92,failure
121.6,27.83,2.11,0.94,failure
121.62,27.4,2,0.96,failure
121.64,26.96,2,1.0,failure
121.66,27.08,2,1.0,failure
121.68,27.56,2.18,0.99,failure
121.7,27.35,2.03,0.96,failure
121.72,27.53,2,0.97,failure
121.74,27.31,2,0.94,failure
121.76,27.79,2,0.98,failure
121.78,27.54,2.16,0.95,failure
121.8,27.28,2,0.98,failure
121.82,27.11,2,0.99,failure
121.84,26.8,2,0.99,failure
121.86,27.25,2,0.96,failure
121.88,27.3,2,0.92,failure
121.9,26.91,2,0.94,failure
121.92,26.52,2,0.96,failure
121.94,26.41,2,0.92,failure
121.96,26.6,2,0.89,failure
121.98,26.51,2,0.91,failure
122.0,26.29,2.07,0.95,failure
122.02,26.55,2,0.93,failure
122.04,26.82,2,0.93,failure
122.06,26.56,2,0.9,failure
122.08,26.31,2,0.85,failure
122.1,26.58,2,0.82,failure
122.12,26.67,2,0.8,failure
122.14,26.8,2,0.76,failure
122.16,26.87,2.17,0.76,failure
122.18,26.93,2.02,0.74,failure
122.2,26.6,2.15,0.78,failure
122.22,26.76,2.25,0.78,failure
122.24,26.93,2.19,0.75,failure
122.26,26.69,2.1,0.75,failure
122.28,26.32,2.02,0.75,failure
122.3,25.93,2.11,0.74,failure
122.32,25.9,2,0.77,failure
122.34,25.48,2.19,0.76,failure
122.36,25.96,2.1,0.75,failure
122.38,25.65,2.28,0.72,failure
122.4,25.87,2.11,0.71,failure
122.42,25.64,2,0.75,failure
122.44,25.95,2,0.76,failure
122.46,25.97,2.02,0.78,failure
122.48,26.17,2,0.75,failure
122.5,26.65,2,0.71,failure
122.52,26.9,2,0.68,failure
122.54,26.76,2.09,0.72,failure
122.56,26.69,2.03,0.71,failure
122.58,26.45,2.13,0.71,failure
122.6,26.3,2.2,0.68,failure
122.62,26.38,2.24,0.71,failure
122.64,26.35,2.1,0.72,failure
122.66,26.33,2.07,0.7,failure
122.68,26.14,2.12,0.67,failure
122.7,26.51,2.13,0.63,failure
122.72,26.81,2.3,0.59,failure
122.74,26.37,2.43,0.59,normal
122.76,26.54,2.25,0.54,normal
122.78,26.89,2.23,0.5,normal
122.8,27.3,2.2,0.51,normal
122.82,27.09,2.03,0.52,normal
122.84,26.91,2,0.5,normal
122.86,27.02,2.02,0.51,normal
122.88,26.6,2.05,0.52,normal
122.9,27.09,2.04,0.57,normal
122.92,27.44,2,0.57,normal
122.94,27.57,2.17,0.59,normal
122.96,27.31,2.32,0.54,normal
122.98,26.84,2.18,0.59,normal
123.0,26.4,2.08,0.62,normal
123.02,26.14,2,0.63,normal
123.04,25.95,2.08,0.64,normal
123.06,25.98,2,0.63,normal
123.08,26.16,2,0.67,normal
123.1,25.88,2.15,0.71,normal
123.12,26.01,2.22,0.72,normal
123.14,25.7,2.15,0.67,normal
123.16,25.56,2,0.68,normal
123.18,25.28,2.07,0.68,normal
123.2,25.27,2.25,0.7,normal
123.22,25.45,2.21,0.74,normal
123.24,25.84,2.3,0.72,normal
123.26,25.81,2.46,0.73,normal
123.28,25.34,2.64,0.7,normal
123.3,25.05,2.66,0.68,normal
123.32,24.83,2.58,0.66,normal
123.34,25.01,2.75,0.67,normal
123.36,25.49,2.9,0.65,normal
123.38,25.31,2.7,0.62,normal
123.4,24.9,2.76,0.59,normal
123.42,24.65,2.95,0.64,normal
123.44,24.66,3.13,0.68,normal
123.46,24.6,3.14,0.69,normal
123.48,24.97,2.99,0.68,normal
123.5,25.29,3.04,0.71,normal
123.52,25.71,3.01,0.69,normal
123.54,26.19,3.06,0.65,normal
123.56,26.1,3.26,0.67,normal
123.58,26.6,3.41,0.63,normal
123.6,26.46,3.54,0.67,normal
123.62,26.89,3.38,0.71,normal
123.64,27.28,3.41,0.76,normal
123.66,27.58,3.23,0.72,normal
123.68,28.06,3.09,0.77,normal
123.7,27.6,3.07,0.72,normal
123.72,27.22,3.19,0.7,normal
123.74,26.83,3.01,0.7,normal
123.76,26.55,3.2,0.67,normal
123.78,26.97,3.16,0.64,normal
123.8,27.25,2.96,0.67,normal
123.82,27.04,2.82,0.62,normal
123.84,27.1,2.73,0.62,normal
123.86,26.88,2.79,0.65,normal
123.88,27.16,2.77,0.61,normal
123.9,27.49,2.65,0.59,normal
123.92,27.56,2.51,0.57,normal
123.94,27.35,2.7,0.61,normal
123.96,27.03,2.61,0.57,normal
123.98,26.97,2.44,0.54,normal
124.0,26.71,2.44,0.53,normal
124.02,26.41,2.38,0.52,normal
124.04,26.36,2.38,0.51,normal
124.06,26.74,2.23,0.5,normal
124.08,26.75,2.34,0.45,normal
124.1,26.87,2.53,0.49,normal
124.12,26.75,2.46,0.44,normal
124.14,26.9,2.3,0.49,normal
124.16,27.0,2.11,0.44,normal
124.18,27.36,2.12,0.46,normal
124.2,27.61,2,0.44,normal
124.22,27.95,2,0.41,normal
124.24,28.27,2,0.36,normal
124.26,28.39,2.19,0.39,normal
124.28,28.64,2.01,0.35,normal
124.3,28.29,2.03,0.33,normal
124.32,27.93,2.1,0.37,normal
124.34,28.15,2.02,0.4,normal
124.36,27.89,2.02,0.4,normal
124.38,27.76,2.01,0.45,normal
124.4,27.27,2.06,0.46,normal
124.42,27.54,2.11,0.44,normal
124.44,27.06,2,0.46,normal
124.46,27.32,2.18,0.44,normal
124.48,27.08,2.22,0.48,normal
124.5,27.34,2.16,0.47,normal
124.52,27.24,2.17,0.5,normal
124.54,27.55,2.36,0.5,normal
124.56,27.61,2.26,0.48,normal
124.58,27.36,2.08,0.44,normal
124.6,27.57,2.03,0.43,normal
124.62,27.81,2.18,0.42,normal
124.64,27.8,2.28,0.45,normal
124.66,27.64,2.18,0.41,normal
124.68,27.65,2.06,0.46,normal
124.7,27.36,2.01,0.48,normal
124.72,27.1,2,0.52,normal
124.74,26.83,2.12,0.5,normal
124.76,26.67,2.06,0.48,normal
124.78,26.71,2.02,0.5,normal
124.8,26.84,2.13,0.51,normal
124.82,26.65,2.12,0.5,normal
124.84,26.25,2,0.54,normal
124.86,26.67,2,0.54,normal
124.88,26.46,2.16,0.5,normal
124.9,26.65,2.23,0.48,normal
124.92,26.59,2.29,0.53,normal
124.94,26.77,2.15,0.57,normal
124.96,26.65,2,0.61,normal
124.98,26.91,2.13,0.58,normal
125.0,27.04,2.24,0.56,normal
125.02,27.03,2.33,0.53,normal
125.04,26.78,2.31,0.52,normal
125.06,26.29,2.21,0.54,normal
125.08,26.16,2.27,0.54,normal
125.1,26.38,2.1,0.55,normal
125.12,26.14,2.09,0.59,normal
125.14,26.35,2,0.63,normal
125.16,26.18,2.2,0.64,normal
125.18,26.07,2.33,0.68,normal
125.2,25.77,2.35,0.65,normal
125.22,25.35,2.21,0.68,normal
125.24,25.71,2.21,0.71,normal
125.26,26.1,2.39,0.68,normal
125.28,26.25,2.36,0.73,normal
125.3,26.31,2.25,0.76,normal
125.32,26.49,2.27,0.75,normal
125.34,26.76,2.28,0.73,normal
125.36,27.21,2.36,0.75,normal
125.38,27.06,2.52,0.8,normal
125.4,27.21,2.43,0.79,normal
125.42,27.44,2.4,0.83,failure
125.44,27.25,2.4,0.86,failure
125.46,27.46,2.24,0.89,failure
125.48,27.95,2.38,0.84,failure
125.5,28.29,2.31,0.83,failure
125.52,28.61,2.32,0.87,failure
125.54,29.04,2.14,0.9,failure
125.56,28.88,2.18,0.86,failure
125.58,29.27,2.04,0.88,failure
125.6,29.49,2.06,0.87,failure
125.62,29.08,2,0.9,failure
125.64,28.67,2,0.93,failure
125.66,28.81,2,0.89,failure
125.68,28.47,2,0.94,failure
125.7,28.14,2.01,0.98,failure
125.72,28.58,2.07,0.98,failure
125.74,28.95,2,0.97,failure
125.76,28.84,2,0.95,failure
125.78,28.45,2,0.92,failure
125.8,28.49,2.14,0.93,failure
125.82,28.08,2,0.97,failure
125.84,28.14,2.17,0.96,failure
125.86,27.97,2.3,0.97,failure
125.88,27.83,2.17,0.95,failure
125.9,28.15,2.05,0.97,failure
125.92,28.65,2.2,0.92,failure
125.94,28.56,2.11,0.89,failure
125.96,28.47,2.28,0.92,failure
125.98,28.34,2.18,0.9,failure
126.0,28.13,2.25,0.85,failure
126.02,28.23,2.43,0.84,failure
126.04,27.92,2.57,0.79,failure
126.06,28.26,2.49,0.8,failure
126.08,28.69,2.58,0.77,failure
126.1,28.73,2.7,0.78,failure
126.12,28.42,2.54,0.77,failure
126.14,28.49,2.4,0.74,failure
126.16,28.27,2.28,0.74,failure
126.18,28.76,2.47,0.74,failure
126.2,29.04,2.35,0.79,failure
126.22,29.48,2.39,0.76,failure
126.24,29.17,2.34,0.73,failure
126.26,29.07,2.36,0.68,failure
126.28,29.53,2.47,0.68,failure
126.3,29.99,2.38,0.72,failure
126.32,30.13,2.39,0.75,failure
126.34,30.48,2.57,0.71,failure
126.36,30.72,2.38,0.74,failure
126.38,30.63,2.35,0.79,failure
126.4,30.36,2.35,0.77,failure
126.42,30.37,2.26,0.79,failure
126.44,30.81,2.17,0.81,failure
126.46,30.93,2.11,0.81,failure
126.48,30.91,2.18,0.77,failure
126.5,31.29,2.24,0.73,failure
126.52,31.02,2.38,0.68,failure
126.54,31.13,2.28,0.64,failure
126.56,30.99,2.34,0.61,failure
126.58,31.4,2.34,0.61,failure
126.6,31.22,2.21,0.63,failure
126.62,30.82,2.04,0.59,failure
126.64,30.94,2,0.56,failure
126.66,31.33,2,0.55,failure
126.68,31.2,2,0.57,failure
126.7,30.8,2.08,0.61,failure
126.72,31.0,2.06,0.62,failure
126.74,31.12,2.02,0.62,failure
126.76,31.03,2.01,0.58,failure
126.78,31.38,2.1,0.62,failure
126.8,31.82,2.02,0.61,failure
126.82,32.21,2,0.6,failure
126.84,32.16,2,0.56,failure
126.86,32.13,2.17,0.52,failure
126.88,31.86,2.18,0.54,failure
126.9,32.0,2.37,0.56,failure
126.92,32.27,2.51,0.54,failure
126.94,32.56,2.53,0.5,failure
126.96,32.3,2.38,0.51,failure
126.98,32.29,2.45,0.54,failure
127.0,31.91,2.49,0.5,failure
127.02,31.51,2.64,0.51,failure
127.04,31.44,2.5,0.52,failure
127.06,31.03,2.3,0.49,failure
127.08,31.48,2.14,0.44,failure
127.1,31.48,2.06,0.41,failure
127.12,31.91,2.02,0.45,failure
127.14,31.7,2,0.47,failure
127.16,31.88,2.19,0.46,failure
127.18,32.12,2.1,0.51,failure
127.2,32.31,2,0.53,failure
127.22,32.66,2.14,0.56,failure
127.24,32.76,2.21,0.59,failure
127.26,32.73,2.28,0.56,failure
127.28,32.28,2.17,0.58,failure
127.3,32.14,2.29,0.63,failure
127.32,32.11,2.12,0.63,failure
127.34,32.49,2.18,0.6,failure
127.36,32.01,2.16,0.58,failure
127.38,31.59,2.0,0.59,failure
127.4,31.58,2,0.63,normal
127.42,31.62,2.09,0.66,normal
127.44,31.68,2.26,0.63,normal
127.46,32.17,2.15,0.58,normal
127.48,31.97,2.3,0.62,normal
127.5,32.24,2.45,0.64,normal
127.52,31.75,2.34,0.67,normal
127.54,31.61,2.18,0.67,normal
127.56,31.68,2.14,0.65,normal
127.58,31.52,2,0.68,normal
127.6,31.51,2.06,0.73,normal
127.62,31.38,2.09,0.71,normal
127.64,31.47,2.16,0.69,normal
127.66,31.58,2.08,0.74,normal
127.68,31.54,2,0.75,normal
127.7,31.57,2.08,0.78,normal
127.72,31.22,2.25,0.8,normal
127.74,30.83,2.18,0.82,failure
127.76,30.52,2,0.79,failure
127.78,30.58,2.04,0.79,failure
127.8,30.4,2.22,0.75,failure
127.82,30.4,2.33,0.75,failure
127.84,30.61,2.4,0.74,failure
127.86,30.67,2.4,0.71,failure
127.88,30.36,2.46,0.75,failure
127.9,30.27,2.55,0.74,failure
127.92,30.63,2.39,0.76,failure
127.94,30.47,2.3,0.81,failure
127.96,30.42,2.43,0.78,failure
127.98,30.26,2.51,0.76,failure
128.0,30.61,2.71,0.76,failure
128.02,30.16,2.88,0.79,failure
128.04,30.59,2.98,0.84,failure
128.06,30.61,2.79,0.88,failure
128.08,30.11,2.65,0.9,failure
128.1,30.02,2.47,0.95,failure
128.12,30.32,2.3,0.97,failure
128.14,30.13,2.49,0.96,failure
128.16,29.92,2.58,0.92,failure
128.18,30.14,2.65,0.93,failure
128.2,30.23,2.62,0.94,failure
128.22,29.97,2.54,0.9,failure
128.24,30.4,2.37,0.89,failure
128.26,30.81,2.45,0.88,failure
128.28,31.07,2.48,0.92,failure
128.3,30.75,2.55,0.88,failure
128.32,30.93,2.37,0.88,failure
128.34,31.17,2.18,0.83,failure
128.36,31.37,2,0.83,failure
128.38,31.07,2.16,0.85,failure
128.4,30.83,2,0.87,failure
128.42,31.22,2.14,0.86,failure
128.44,31.06,2.31,0.85,failure
128.46,31.36,2.27,0.87,failure
128.48,31.8,2.29,0.83,failure
128.5,31.73,2.47,0.82,failure
128.52,31.92,2.32,0.81,failure
128.54,32.16,2.28,0.77,failure
128.56,32.65,2.31,0.73,failure
128.58,32.64,2.22,0.7,failure
128.6,32.56,2.25,0.75,failure
128.62,32.64,2.32,0.79,failure
128.64,32.32,2.41,0.84,failure
128.66,32.49,2.48,0.89,failure
128.68,32.35,2.66,0.9,failure
128.7,32.47,2.65,0.87,failure
128.72,32.68,2.52,0.83,failure
128.74,32.27,2.33,0.86,failure
128.76,31.88,2.23,0.87,failure
128.78,32.34,2.06,0.88,failure
128.8,32.27,2.14,0.86,failure
128.82,32.46,2.3,0.83,failure
128.84,31.98,2.45,0.85,failure
128.86,32.39,2.63,0.82,failure
128.88,32.83,2.69,0.87,failure
128.9,32.52,2.69,0.87,failure
128.92,32.11,2.88,0.9,failure
128.94,32.39,3.08,0.93,failure
128.96,32.87,2.92,0.95,failure
128.98,33.16,2.72,1.0,failure
129.0,33.0,2.71,1.0,failure
129.02,32.84,2.79,1.0,failure
129.04,32.94,2.66,1.0,failure
129.06,33.05,2.65,1.0,failure
129.08,32.86,2.71,1.0,failure
